,artist_name,track_name,track_id,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,Cubicolor,Fictionalise - Lindstrom & Prins Thomas Extended Mix,1m8BthDjfQS47iuULONgLi,12,0.051,https://api.spotify.com/v1/audio-analysis/1m8BthDjfQS47iuULONgLi,0.635,583263,0.829,0.742,1,0.113,-8.771,0,0.0415,116.989,4,https://api.spotify.com/v1/tracks/1m8BthDjfQS47iuULONgLi,audio_features,spotify:track:1m8BthDjfQS47iuULONgLi,0.636
1,Cubicolor,Fictionalise - Lindstrom & Prins Thomas Remix,40X549muIHXIvWoj2S6MKb,16,0.135,https://api.spotify.com/v1/audio-analysis/40X549muIHXIvWoj2S6MKb,0.616,312301,0.863,0.556,1,0.158,-10.52,0,0.0377,116.978,4,https://api.spotify.com/v1/tracks/40X549muIHXIvWoj2S6MKb,audio_features,spotify:track:40X549muIHXIvWoj2S6MKb,0.527
2,Cubicolor,Dead End Thrills - Patrice Bäumel Remix,3MEjDXwQWnDzqwRanBgFzm,37,0.28,https://api.spotify.com/v1/audio-analysis/3MEjDXwQWnDzqwRanBgFzm,0.7,443661,0.673,0.24,7,0.102,-10.217,1,0.0374,122.008,3,https://api.spotify.com/v1/tracks/3MEjDXwQWnDzqwRanBgFzm,audio_features,spotify:track:3MEjDXwQWnDzqwRanBgFzm,0.143
3,Cubicolor,Counterpart,2Jm5TBQziCdySQg2J7w0PN,33,0.42,https://api.spotify.com/v1/audio-analysis/2Jm5TBQziCdySQg2J7w0PN,0.361,314043,0.471,0.884,0,0.084,-12.726,1,0.0441,122.845,4,https://api.spotify.com/v1/tracks/2Jm5TBQziCdySQg2J7w0PN,audio_features,spotify:track:2Jm5TBQziCdySQg2J7w0PN,0.0392
4,Cubicolor,No Dancers,6NH78lyZkS05PotKqg0ZKw,45,0.0146,https://api.spotify.com/v1/audio-analysis/6NH78lyZkS05PotKqg0ZKw,0.577,347717,0.853,0.438,6,0.249,-11.989,0,0.0384,119.988,4,https://api.spotify.com/v1/tracks/6NH78lyZkS05PotKqg0ZKw,audio_features,spotify:track:6NH78lyZkS05PotKqg0ZKw,0.14
5,Cubicolor,Down The Wall - Original Mix,1YnledDwQdqLATAe1GBSuO,49,0.334,https://api.spotify.com/v1/audio-analysis/1YnledDwQdqLATAe1GBSuO,0.682,557279,0.63,0.907,1,0.159,-12.679,1,0.042,110.001,4,https://api.spotify.com/v1/tracks/1YnledDwQdqLATAe1GBSuO,audio_features,spotify:track:1YnledDwQdqLATAe1GBSuO,0.209
6,Metallica,Enter Sandman - Live with the SFSO,0T3Pft6gyhtBCrGOsSrvlE,36,0.000144,https://api.spotify.com/v1/audio-analysis/0T3Pft6gyhtBCrGOsSrvlE,0.278,459133,0.97,0.0481,10,0.966,-4.537,0,0.145,131.288,4,https://api.spotify.com/v1/tracks/0T3Pft6gyhtBCrGOsSrvlE,audio_features,spotify:track:0T3Pft6gyhtBCrGOsSrvlE,0.152
7,Metallica,Battery - Live with the SFSO,2T9a3ToWrj8ijGUzCtlRNz,34,0.000109,https://api.spotify.com/v1/audio-analysis/2T9a3ToWrj8ijGUzCtlRNz,0.239,444667,0.976,0.362,11,0.954,-5.29,1,0.344,96.485,4,https://api.spotify.com/v1/tracks/2T9a3ToWrj8ijGUzCtlRNz,audio_features,spotify:track:2T9a3ToWrj8ijGUzCtlRNz,0.125
8,Metallica,One - Live with the SFSO,1L3xLJzYMRCN6ydha1XF42,37,6.57e-06,https://api.spotify.com/v1/audio-analysis/1L3xLJzYMRCN6ydha1XF42,0.292,473067,0.949,0.279,10,0.992,-5.735,0,0.134,124.283,4,https://api.spotify.com/v1/tracks/1L3xLJzYMRCN6ydha1XF42,audio_features,spotify:track:1L3xLJzYMRCN6ydha1XF42,0.238
9,Metallica,Master of Puppets (Remastered),54bm2e3tk8cliUz3VSdCPZ,66,0.00067,https://api.spotify.com/v1/audio-analysis/54bm2e3tk8cliUz3VSdCPZ,0.539,515387,0.828,0.421,4,0.154,-9.108,0,0.035,105.25,4,https://api.spotify.com/v1/tracks/54bm2e3tk8cliUz3VSdCPZ,audio_features,spotify:track:54bm2e3tk8cliUz3VSdCPZ,0.562
10,Metallica,Sad But True - Live with the SFSO,5snyl56jcL8JMOqR02HYCA,35,1.59e-05,https://api.spotify.com/v1/audio-analysis/5snyl56jcL8JMOqR02HYCA,0.294,346267,0.977,0.00209,7,0.928,-3.732,1,0.0731,92.375,4,https://api.spotify.com/v1/tracks/5snyl56jcL8JMOqR02HYCA,audio_features,spotify:track:5snyl56jcL8JMOqR02HYCA,0.243
11,Metallica,The Outlaw Torn - Live with the SFSO,7C9TNEdXSMJjuJS5hczUXj,34,1.65e-05,https://api.spotify.com/v1/audio-analysis/7C9TNEdXSMJjuJS5hczUXj,0.327,598907,0.882,0.00419,10,0.983,-5.307,0,0.0493,126.022,4,https://api.spotify.com/v1/tracks/7C9TNEdXSMJjuJS5hczUXj,audio_features,spotify:track:7C9TNEdXSMJjuJS5hczUXj,0.389
12,Metallica,Wherever I May Roam - Live with the SFSO,1ZCj3AabIF9OtX1ZMKvhnE,35,1.87e-05,https://api.spotify.com/v1/audio-analysis/1ZCj3AabIF9OtX1ZMKvhnE,0.26,421467,0.943,0.00342,3,0.958,-4.193,1,0.0661,136.349,4,https://api.spotify.com/v1/tracks/1ZCj3AabIF9OtX1ZMKvhnE,audio_features,spotify:track:1ZCj3AabIF9OtX1ZMKvhnE,0.191
13,Ludwig van Beethoven,"Symphony No. 5 in C minor, Op. 67: I. Allegro con brio",1UcsVXabDRUNnSUl65zdBT,42,0.957,https://api.spotify.com/v1/audio-analysis/1UcsVXabDRUNnSUl65zdBT,0.339,490507,0.231,0.949,0,0.08,-15.671,0,0.0409,88.891,4,https://api.spotify.com/v1/tracks/1UcsVXabDRUNnSUl65zdBT,audio_features,spotify:track:1UcsVXabDRUNnSUl65zdBT,0.178
14,Metallica,For Whom The Bell Tolls - Live with the SFSO,6EmUlknZSc3QK8JSk7F2Qt,38,1.51e-05,https://api.spotify.com/v1/audio-analysis/6EmUlknZSc3QK8JSk7F2Qt,0.318,292160,0.978,0.00829,10,0.978,-3.93,0,0.127,126.87,4,https://api.spotify.com/v1/tracks/6EmUlknZSc3QK8JSk7F2Qt,audio_features,spotify:track:6EmUlknZSc3QK8JSk7F2Qt,0.171
15,Metallica,Human - Live with the SFSO,5fsJYr9OnwU1jBfrK0th9s,35,3.04e-05,https://api.spotify.com/v1/audio-analysis/5fsJYr9OnwU1jBfrK0th9s,0.289,259800,0.918,0.0213,6,0.988,-4.761,1,0.0545,97.739,4,https://api.spotify.com/v1/tracks/5fsJYr9OnwU1jBfrK0th9s,audio_features,spotify:track:5fsJYr9OnwU1jBfrK0th9s,0.366
16,Metallica,Enter Sandman,5BIMPccDwShpXq784RJlJp,72,0.00206,https://api.spotify.com/v1/audio-analysis/5BIMPccDwShpXq784RJlJp,0.579,331573,0.824,0.00903,6,0.059,-8.71,0,0.03,123.331,4,https://api.spotify.com/v1/tracks/5BIMPccDwShpXq784RJlJp,audio_features,spotify:track:5BIMPccDwShpXq784RJlJp,0.635
17,Metallica,Until It Sleeps - Live with the SFSO,282rwnxfCemhohGXpwbi3X,35,9.89e-06,https://api.spotify.com/v1/audio-analysis/282rwnxfCemhohGXpwbi3X,0.271,269973,0.946,0.000257,1,0.408,-4.161,1,0.0639,124.968,4,https://api.spotify.com/v1/tracks/282rwnxfCemhohGXpwbi3X,audio_features,spotify:track:282rwnxfCemhohGXpwbi3X,0.32
18,Metallica,Nothing Else Matters - Live with the SFSO,5kFv1XqZifUS3gPfFSrnjW,38,0.000539,https://api.spotify.com/v1/audio-analysis/5kFv1XqZifUS3gPfFSrnjW,0.276,407267,0.611,0.0791,3,0.975,-7.889,0,0.0343,144.977,3,https://api.spotify.com/v1/tracks/5kFv1XqZifUS3gPfFSrnjW,audio_features,spotify:track:5kFv1XqZifUS3gPfFSrnjW,0.0857
19,Metallica,Bleeding Me - Live with the SFSO,5AJatXoJVwQQEtxp8Wq21O,35,5.52e-05,https://api.spotify.com/v1/audio-analysis/5AJatXoJVwQQEtxp8Wq21O,0.27,541640,0.909,0.000183,1,0.977,-4.983,1,0.0577,132.409,4,https://api.spotify.com/v1/tracks/5AJatXoJVwQQEtxp8Wq21O,audio_features,spotify:track:5AJatXoJVwQQEtxp8Wq21O,0.333
20,Gabriel Fauré,"Pavane, Op. 50",2kzJk1fFlxwavj3TcCHcqk,42,0.958,https://api.spotify.com/v1/audio-analysis/2kzJk1fFlxwavj3TcCHcqk,0.124,385867,0.0327,0.921,6,0.14,-27.207,0,0.0419,68.543,4,https://api.spotify.com/v1/tracks/2kzJk1fFlxwavj3TcCHcqk,audio_features,spotify:track:2kzJk1fFlxwavj3TcCHcqk,0.0491
21,Metallica,Devil's Dance - Live with the SFSO,6sJT6EIer5VO2T05Qbg3cC,35,2.82e-05,https://api.spotify.com/v1/audio-analysis/6sJT6EIer5VO2T05Qbg3cC,0.481,326000,0.927,0.00432,0,0.988,-3.615,0,0.047,96.39,4,https://api.spotify.com/v1/tracks/6sJT6EIer5VO2T05Qbg3cC,audio_features,spotify:track:6sJT6EIer5VO2T05Qbg3cC,0.371
22,Metallica,Hero Of The Day - Live with the SFSO,64PaBtqwPjhOg40JJCaWMo,38,0.000771,https://api.spotify.com/v1/audio-analysis/64PaBtqwPjhOg40JJCaWMo,0.252,284627,0.895,0.000402,8,0.984,-5.34,1,0.0969,121.658,4,https://api.spotify.com/v1/tracks/64PaBtqwPjhOg40JJCaWMo,audio_features,spotify:track:64PaBtqwPjhOg40JJCaWMo,0.223
23,Metallica,No Leaf Clover - Live with the SFSO,0n4AllHzf3ma4ki20Y9h00,50,0.000558,https://api.spotify.com/v1/audio-analysis/0n4AllHzf3ma4ki20Y9h00,0.246,343200,0.952,0.00193,3,0.959,-5.045,0,0.114,151.374,4,https://api.spotify.com/v1/tracks/0n4AllHzf3ma4ki20Y9h00,audio_features,spotify:track:0n4AllHzf3ma4ki20Y9h00,0.387
24,Metallica,The Memory Remains - Live with the SFSO,4jfrFYcMWGojddctOCCSjL,37,0.000243,https://api.spotify.com/v1/audio-analysis/4jfrFYcMWGojddctOCCSjL,0.326,282373,0.975,0.000476,1,0.962,-4.763,1,0.0868,76.444,4,https://api.spotify.com/v1/tracks/4jfrFYcMWGojddctOCCSjL,audio_features,spotify:track:4jfrFYcMWGojddctOCCSjL,0.324
25,Metallica,Fuel - Live with the SFSO,7yQP0dsMgIV5FJT94htpxe,37,1.7e-05,https://api.spotify.com/v1/audio-analysis/7yQP0dsMgIV5FJT94htpxe,0.295,275893,0.99,0.000151,10,0.71,-4.04,0,0.177,115.569,4,https://api.spotify.com/v1/tracks/7yQP0dsMgIV5FJT94htpxe,audio_features,spotify:track:7yQP0dsMgIV5FJT94htpxe,0.148
26,Metallica,Nothing Else Matters,10igKaIKsSB6ZnWxPxPvKO,68,0.0505,https://api.spotify.com/v1/audio-analysis/10igKaIKsSB6ZnWxPxPvKO,0.558,388733,0.364,5.02e-06,4,0.0753,-11.258,0,0.0265,142.171,3,https://api.spotify.com/v1/tracks/10igKaIKsSB6ZnWxPxPvKO,audio_features,spotify:track:10igKaIKsSB6ZnWxPxPvKO,0.17
27,Metallica,The Thing That Should Not Be - Live with the SFSO,37DziDjAAxRySqsYGNYBlW,35,9.07e-06,https://api.spotify.com/v1/audio-analysis/37DziDjAAxRySqsYGNYBlW,0.263,446667,0.914,0.0607,3,0.379,-5.474,0,0.0593,112.99,4,https://api.spotify.com/v1/tracks/37DziDjAAxRySqsYGNYBlW,audio_features,spotify:track:37DziDjAAxRySqsYGNYBlW,0.18
28,Metallica,Of Wolf And Man - Live with the SFSO,0oYB2jJWFABCjNRY4KSZ9w,36,1.36e-05,https://api.spotify.com/v1/audio-analysis/0oYB2jJWFABCjNRY4KSZ9w,0.392,258867,0.977,5.57e-05,1,0.979,-3.497,0,0.0725,125.687,4,https://api.spotify.com/v1/tracks/0oYB2jJWFABCjNRY4KSZ9w,audio_features,spotify:track:0oYB2jJWFABCjNRY4KSZ9w,0.277
29,John Adams,Harmonium (for large orchestra and chorus): Part 1 - Negative Love,7dzOAMFmsoh6RUoEVFjB3D,44,0.974,https://api.spotify.com/v1/audio-analysis/7dzOAMFmsoh6RUoEVFjB3D,0.219,637533,0.0937,0.897,4,0.278,-25.246,0,0.0434,124.612,4,https://api.spotify.com/v1/tracks/7dzOAMFmsoh6RUoEVFjB3D,audio_features,spotify:track:7dzOAMFmsoh6RUoEVFjB3D,0.0347
30,Metallica,Master Of Puppets - Live with the SFSO,0wFL6kJKvHY6t5OcOiAbCZ,39,6.36e-06,https://api.spotify.com/v1/audio-analysis/0wFL6kJKvHY6t5OcOiAbCZ,0.279,534773,0.99,0.00442,1,0.726,-3.312,1,0.0971,107.146,4,https://api.spotify.com/v1/tracks/0wFL6kJKvHY6t5OcOiAbCZ,audio_features,spotify:track:0wFL6kJKvHY6t5OcOiAbCZ,0.24
31,Metallica,The Call Of Ktulu - Live with the SFSO,7KLL4TSjeDuFo6VtM9gNWk,37,3.72e-05,https://api.spotify.com/v1/audio-analysis/7KLL4TSjeDuFo6VtM9gNWk,0.284,574267,0.937,0.84,1,0.426,-5.11,0,0.0534,131.852,4,https://api.spotify.com/v1/tracks/7KLL4TSjeDuFo6VtM9gNWk,audio_features,spotify:track:7KLL4TSjeDuFo6VtM9gNWk,0.0929
32,Metallica,The Ecstasy Of Gold - Live with the SFSO,0bzvbai7mhD7fxxusyqf44,38,0.331,https://api.spotify.com/v1/audio-analysis/0bzvbai7mhD7fxxusyqf44,0.203,150600,0.589,0.604,0,0.825,-8.763,1,0.0573,85.735,3,https://api.spotify.com/v1/tracks/0bzvbai7mhD7fxxusyqf44,audio_features,spotify:track:0bzvbai7mhD7fxxusyqf44,0.0484
33,Cosmo's Midnight,C.U.D.I - Can U Dig It,0qx4nlKPxSfnaj3QTZhOn2,59,0.0324,https://api.spotify.com/v1/audio-analysis/0qx4nlKPxSfnaj3QTZhOn2,0.607,223982,0.864,0.107,6,0.147,-7.328,1,0.0422,113.995,4,https://api.spotify.com/v1/tracks/0qx4nlKPxSfnaj3QTZhOn2,audio_features,spotify:track:0qx4nlKPxSfnaj3QTZhOn2,0.683
34,Durante,Pray,0a4VIF2LM32JcxMjeG6M11,43,0.0145,https://api.spotify.com/v1/audio-analysis/0a4VIF2LM32JcxMjeG6M11,0.728,419848,0.821,0.927,5,0.0914,-9.401,0,0.0362,122.972,4,https://api.spotify.com/v1/tracks/0a4VIF2LM32JcxMjeG6M11,audio_features,spotify:track:0a4VIF2LM32JcxMjeG6M11,0.0358
35,Kllo,Dissolve,5K4kFMW5RAPkEeCaPKEYd0,39,0.245,https://api.spotify.com/v1/audio-analysis/5K4kFMW5RAPkEeCaPKEYd0,0.765,224109,0.837,0.519,4,0.0971,-7.981,1,0.0591,125.04,4,https://api.spotify.com/v1/tracks/5K4kFMW5RAPkEeCaPKEYd0,audio_features,spotify:track:5K4kFMW5RAPkEeCaPKEYd0,0.428
36,Amtrac,Madness to Mayhem,5aYnVovaVlOZ3bxVfMJ7qd,52,0.197,https://api.spotify.com/v1/audio-analysis/5aYnVovaVlOZ3bxVfMJ7qd,0.68,422000,0.696,0.837,5,0.241,-8.163,1,0.0363,119.999,4,https://api.spotify.com/v1/tracks/5aYnVovaVlOZ3bxVfMJ7qd,audio_features,spotify:track:5aYnVovaVlOZ3bxVfMJ7qd,0.038
37,Lauer,Mirrors (feat. Jasnau),1tTwnpx4TvhnTAzBjFditv,30,0.015,https://api.spotify.com/v1/audio-analysis/1tTwnpx4TvhnTAzBjFditv,0.668,258067,0.878,0.554,5,0.146,-7.538,1,0.0472,122.006,4,https://api.spotify.com/v1/tracks/1tTwnpx4TvhnTAzBjFditv,audio_features,spotify:track:1tTwnpx4TvhnTAzBjFditv,0.655
38,Anderholm,Wonderland,4wl0zWqB3FMgQvAJZx2Z9V,21,0.24,https://api.spotify.com/v1/audio-analysis/4wl0zWqB3FMgQvAJZx2Z9V,0.688,230620,0.908,0.962,1,0.107,-6.662,1,0.0345,120.0,4,https://api.spotify.com/v1/tracks/4wl0zWqB3FMgQvAJZx2Z9V,audio_features,spotify:track:4wl0zWqB3FMgQvAJZx2Z9V,0.497
39,Ben Böhmer,Fliederregen,7kltLoEOuwwSNsCZChIaj9,46,0.0121,https://api.spotify.com/v1/audio-analysis/7kltLoEOuwwSNsCZChIaj9,0.672,265868,0.336,0.851,5,0.14,-9.384,0,0.0348,120.994,4,https://api.spotify.com/v1/tracks/7kltLoEOuwwSNsCZChIaj9,audio_features,spotify:track:7kltLoEOuwwSNsCZChIaj9,0.311
40,Jai Piccone,Care,7eT788aFqbLJNZbYf3QaJl,40,0.514,https://api.spotify.com/v1/audio-analysis/7eT788aFqbLJNZbYf3QaJl,0.756,327096,0.497,0.696,8,0.108,-7.571,1,0.0419,120.994,4,https://api.spotify.com/v1/tracks/7eT788aFqbLJNZbYf3QaJl,audio_features,spotify:track:7eT788aFqbLJNZbYf3QaJl,0.646
41,Daniel T.,Heat-Wave,5RwQuZtvlmLq6rutrcugxF,34,0.011,https://api.spotify.com/v1/audio-analysis/5RwQuZtvlmLq6rutrcugxF,0.705,356224,0.656,0.54,1,0.178,-8.549,0,0.0513,126.0,4,https://api.spotify.com/v1/tracks/5RwQuZtvlmLq6rutrcugxF,audio_features,spotify:track:5RwQuZtvlmLq6rutrcugxF,0.397
42,Giraffage,Do U Want Me,2eTLxOZY8owibk7b2iETad,43,0.0166,https://api.spotify.com/v1/audio-analysis/2eTLxOZY8owibk7b2iETad,0.722,224353,0.586,0.331,8,0.396,-10.339,1,0.0766,154.012,4,https://api.spotify.com/v1/tracks/2eTLxOZY8owibk7b2iETad,audio_features,spotify:track:2eTLxOZY8owibk7b2iETad,0.594
43,Heckmann,Kookaburra - Gabriel Ananda Remix,4R2teaTwoH9Fm3jdZP0IN4,5,0.00983,https://api.spotify.com/v1/audio-analysis/4R2teaTwoH9Fm3jdZP0IN4,0.813,515520,0.636,0.873,1,0.1,-10.412,1,0.0923,126.013,4,https://api.spotify.com/v1/tracks/4R2teaTwoH9Fm3jdZP0IN4,audio_features,spotify:track:4R2teaTwoH9Fm3jdZP0IN4,0.441
44,Dday One,"Drum In The Day, To Sing At Night",4knU026rvLjRxwOW293S9p,22,0.00616,https://api.spotify.com/v1/audio-analysis/4knU026rvLjRxwOW293S9p,0.644,290178,0.555,0.0212,1,0.0781,-8.963,1,0.0659,94.981,4,https://api.spotify.com/v1/tracks/4knU026rvLjRxwOW293S9p,audio_features,spotify:track:4knU026rvLjRxwOW293S9p,0.274
45,Giolì,Ballet des droits,5syWRcHuTQCc5Ziur7KkXK,29,0.111,https://api.spotify.com/v1/audio-analysis/5syWRcHuTQCc5Ziur7KkXK,0.839,310000,0.53,0.401,9,0.103,-11.091,0,0.0583,123.001,4,https://api.spotify.com/v1/tracks/5syWRcHuTQCc5Ziur7KkXK,audio_features,spotify:track:5syWRcHuTQCc5Ziur7KkXK,0.171
46,Kettel,Candace Bouvard,19KNZBuYo1mnkqBsgiZVT8,17,0.0226,https://api.spotify.com/v1/audio-analysis/19KNZBuYo1mnkqBsgiZVT8,0.661,188581,0.732,0.919,6,0.101,-8.745,1,0.0317,135.027,4,https://api.spotify.com/v1/tracks/19KNZBuYo1mnkqBsgiZVT8,audio_features,spotify:track:19KNZBuYo1mnkqBsgiZVT8,0.905
47,Chrome Sparks,Attack Sustain Release,4oppEwRS2Z3QnMNN4Qavft,40,0.19,https://api.spotify.com/v1/audio-analysis/4oppEwRS2Z3QnMNN4Qavft,0.607,200320,0.698,0.0585,11,0.308,-7.296,0,0.0311,93.003,4,https://api.spotify.com/v1/tracks/4oppEwRS2Z3QnMNN4Qavft,audio_features,spotify:track:4oppEwRS2Z3QnMNN4Qavft,0.447
48,Com Truise,Syrthio,5dDoqmsa3oVCiPqGTLGw6R,34,0.00054,https://api.spotify.com/v1/audio-analysis/5dDoqmsa3oVCiPqGTLGw6R,0.561,284485,0.816,0.878,8,0.14,-9.563,0,0.069,169.965,4,https://api.spotify.com/v1/tracks/5dDoqmsa3oVCiPqGTLGw6R,audio_features,spotify:track:5dDoqmsa3oVCiPqGTLGw6R,0.0376
49,Daniel Deluxe,Enemy,7iSos22E2zQgoV88EsEHbV,32,0.0532,https://api.spotify.com/v1/audio-analysis/7iSos22E2zQgoV88EsEHbV,0.544,316012,0.608,0.835,1,0.0976,-9.333,1,0.0277,100.01,4,https://api.spotify.com/v1/tracks/7iSos22E2zQgoV88EsEHbV,audio_features,spotify:track:7iSos22E2zQgoV88EsEHbV,0.059
50,Kelpe,Beaks of Eagles - Fulgeance Remix,2VHKmNyOejonT2wSidQN5g,28,0.0512,https://api.spotify.com/v1/audio-analysis/2VHKmNyOejonT2wSidQN5g,0.723,262195,0.695,0.638,10,0.336,-9.602,0,0.0425,99.965,4,https://api.spotify.com/v1/tracks/2VHKmNyOejonT2wSidQN5g,audio_features,spotify:track:2VHKmNyOejonT2wSidQN5g,0.583
51,Com Truise,Ultrafiche of You,4JNZQHvgLmeTELC5AP6uGN,50,0.0704,https://api.spotify.com/v1/audio-analysis/4JNZQHvgLmeTELC5AP6uGN,0.676,299745,0.466,0.929,5,0.114,-10.619,0,0.0313,109.991,4,https://api.spotify.com/v1/tracks/4JNZQHvgLmeTELC5AP6uGN,audio_features,spotify:track:4JNZQHvgLmeTELC5AP6uGN,0.153
52,Lucy In Disguise,V.T.W.A,3XZssUmtDdhFK1tZJasgXD,42,0.113,https://api.spotify.com/v1/audio-analysis/3XZssUmtDdhFK1tZJasgXD,0.61,240053,0.858,0.81,8,0.0862,-6.149,1,0.0407,160.001,4,https://api.spotify.com/v1/tracks/3XZssUmtDdhFK1tZJasgXD,audio_features,spotify:track:3XZssUmtDdhFK1tZJasgXD,0.375
53,Blockhead,The Strain,4OmwgrgrR8beLcmFu6kbdT,47,0.317,https://api.spotify.com/v1/audio-analysis/4OmwgrgrR8beLcmFu6kbdT,0.698,232267,0.618,0.147,11,0.0984,-10.089,1,0.0856,110.019,4,https://api.spotify.com/v1/tracks/4OmwgrgrR8beLcmFu6kbdT,audio_features,spotify:track:4OmwgrgrR8beLcmFu6kbdT,0.448
54,Com Truise,Propagation,3DOZrIy0OP3wtyDbJAALcu,50,0.0434,https://api.spotify.com/v1/audio-analysis/3DOZrIy0OP3wtyDbJAALcu,0.563,250906,0.669,0.731,6,0.125,-8.474,1,0.0414,178.034,4,https://api.spotify.com/v1/tracks/3DOZrIy0OP3wtyDbJAALcu,audio_features,spotify:track:3DOZrIy0OP3wtyDbJAALcu,0.307
55,Opiuo,Sneakers,3sqCq3C06uqR4UeCVZFvPU,40,0.0262,https://api.spotify.com/v1/audio-analysis/3sqCq3C06uqR4UeCVZFvPU,0.748,316364,0.812,0.549,1,0.087,-3.851,1,0.0496,110.015,4,https://api.spotify.com/v1/tracks/3sqCq3C06uqR4UeCVZFvPU,audio_features,spotify:track:3sqCq3C06uqR4UeCVZFvPU,0.695
56,Pixl,Sadbot,7gXrE1nyD5ZnKidTY8FcUR,43,0.00218,https://api.spotify.com/v1/audio-analysis/7gXrE1nyD5ZnKidTY8FcUR,0.662,268190,0.751,0.916,8,0.0823,-4.598,1,0.0285,145.046,4,https://api.spotify.com/v1/tracks/7gXrE1nyD5ZnKidTY8FcUR,audio_features,spotify:track:7gXrE1nyD5ZnKidTY8FcUR,0.348
57,Eli & Fur,You're so High,7J7cNv9fl9nbofKMpPng4J,52,0.0284,https://api.spotify.com/v1/audio-analysis/7J7cNv9fl9nbofKMpPng4J,0.763,325497,0.602,0.151,0,0.137,-9.696,1,0.0463,120.014,4,https://api.spotify.com/v1/tracks/7J7cNv9fl9nbofKMpPng4J,audio_features,spotify:track:7J7cNv9fl9nbofKMpPng4J,0.132
58,Above & Beyond,Alchemy - i_o Extended Mix,4Z71ZiUlYReaY7dxv6MncY,44,0.00651,https://api.spotify.com/v1/audio-analysis/4Z71ZiUlYReaY7dxv6MncY,0.745,347077,0.772,0.81,7,0.142,-8.701,1,0.0518,129.992,4,https://api.spotify.com/v1/tracks/4Z71ZiUlYReaY7dxv6MncY,audio_features,spotify:track:4Z71ZiUlYReaY7dxv6MncY,0.0905
59,i_o,Warehouse Use Only,7DFzk7K3TD9zehruMTBfLH,27,1.45e-05,https://api.spotify.com/v1/audio-analysis/7DFzk7K3TD9zehruMTBfLH,0.756,332308,0.963,0.872,7,0.0988,-5.539,1,0.0483,129.995,4,https://api.spotify.com/v1/tracks/7DFzk7K3TD9zehruMTBfLH,audio_features,spotify:track:7DFzk7K3TD9zehruMTBfLH,0.096
60,Pryda,Stay With Me,7twthmMegoAskip42GJocW,41,0.00576,https://api.spotify.com/v1/audio-analysis/7twthmMegoAskip42GJocW,0.71,441905,0.776,0.555,10,0.116,-7.315,0,0.0409,125.989,3,https://api.spotify.com/v1/tracks/7twthmMegoAskip42GJocW,audio_features,spotify:track:7twthmMegoAskip42GJocW,0.243
61,Mat Zo,Heat Wave,6JkPF83preThhfxkP8pa8b,30,0.0999,https://api.spotify.com/v1/audio-analysis/6JkPF83preThhfxkP8pa8b,0.728,402581,0.717,0.0108,0,0.0726,-5.256,1,0.0424,123.995,4,https://api.spotify.com/v1/tracks/6JkPF83preThhfxkP8pa8b,audio_features,spotify:track:6JkPF83preThhfxkP8pa8b,0.337
62,Mat Zo,Lust,71TQa6LP7K9PlU9AGkIpHx,31,0.002,https://api.spotify.com/v1/audio-analysis/71TQa6LP7K9PlU9AGkIpHx,0.78,326400,0.895,0.677,0,0.188,-5.436,1,0.279,124.976,4,https://api.spotify.com/v1/tracks/71TQa6LP7K9PlU9AGkIpHx,audio_features,spotify:track:71TQa6LP7K9PlU9AGkIpHx,0.473
63,Mat Zo,Deep Inside - Extended,096OiyB1UlqE5w610zQ6DP,28,0.0767,https://api.spotify.com/v1/audio-analysis/096OiyB1UlqE5w610zQ6DP,0.746,470323,0.671,0.000628,6,0.111,-5.806,1,0.0553,123.973,4,https://api.spotify.com/v1/tracks/096OiyB1UlqE5w610zQ6DP,audio_features,spotify:track:096OiyB1UlqE5w610zQ6DP,0.121
64,Mat Zo,Tracing Steps,0rY6eMNP3hXxEodeEOdKIk,54,0.0249,https://api.spotify.com/v1/audio-analysis/0rY6eMNP3hXxEodeEOdKIk,0.328,402581,0.824,0.0654,0,0.105,-4.19,1,0.0547,165.363,4,https://api.spotify.com/v1/tracks/0rY6eMNP3hXxEodeEOdKIk,audio_features,spotify:track:0rY6eMNP3hXxEodeEOdKIk,0.194
65,Enamour,Kenosis,5KHdxy6xR8d7j1U3cHvDtw,39,0.0703,https://api.spotify.com/v1/audio-analysis/5KHdxy6xR8d7j1U3cHvDtw,0.672,282000,0.714,0.935,7,0.144,-9.673,0,0.0375,120.002,4,https://api.spotify.com/v1/tracks/5KHdxy6xR8d7j1U3cHvDtw,audio_features,spotify:track:5KHdxy6xR8d7j1U3cHvDtw,0.261
66,i_o,//DDoS,4l3ivfobBF7FKx6cfm8upq,28,4.14e-05,https://api.spotify.com/v1/audio-analysis/4l3ivfobBF7FKx6cfm8upq,0.772,232500,0.762,0.866,2,0.676,-3.342,1,0.0424,128.011,4,https://api.spotify.com/v1/tracks/4l3ivfobBF7FKx6cfm8upq,audio_features,spotify:track:4l3ivfobBF7FKx6cfm8upq,0.138
