,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
459,Carly Pearce,Closer To You,7xELq8WliIctkuvWXONX6d,69,0.125,0.662,187321,0.685,0.0,4,0.0961,-4.561,0,0.0302,111.964,4,0.447
460,BTS,IDOL,2AIWoHr9DF6y4KALCBKWQS,77,0.00481,0.734,222732,0.855,0.0,9,0.123,-3.211,1,0.118,126.035,4,0.422
461,YoungBoy Never Broke Again,I Came Thru,2umdwsJRuFHBRw8TCQmYbq,68,0.178,0.586,161139,0.539,0.0,11,0.105,-8.743,0,0.199,158.116,4,0.197
462,Khalid,This Way,6fbYL76UWbHdYq4B91TPQi,72,0.694,0.62,211205,0.282,0.0,5,0.119,-10.533,0,0.0464,124.609,3,0.193
463,6ix9ine,BILLY,5KhFaq45chTw8RGfWo8T8J,75,0.175,0.764,112667,0.711,0.0,4,0.105,-3.818,0,0.288,90.076,4,0.774
464,Jonas Blue,Rise,3u1S1OmAUhx5DRlLrXqyp3,83,0.323,0.69,194408,0.784,0.0,1,0.203,-4.653,1,0.032,106.066,4,0.669
465,Eminem,Fall,58QhkbaAkLFnn7JwAnAato,75,0.227,0.83,262494,0.546,0.0,1,0.112,-5.716,1,0.295,182.973,4,0.535
466,DaniLeigh,Lil Bebe (feat. Lil Baby) - Remix,2fwkl5Z8ujDtAh6qxEA5x0,72,0.0481,0.856,174720,0.485,0.0,5,0.108,-5.519,0,0.0597,136.005,4,0.0929
467,Rita Ora,Let You Love Me,6xtcFXSo8H9BZN637BMVKS,80,0.288,0.531,190000,0.854,0.0,10,0.0773,-3.149,1,0.198,94.419,4,0.456
468,Maroon 5,Wait,6AvfZXpbb6r35DfF7gHPRq,69,0.0959,0.655,190643,0.603,0.0,8,0.107,-5.014,1,0.0555,126.088,4,0.452
469,Kevin Gates,Me Too,3yXFcbGxFn2au5q3pShkAe,68,0.152,0.726,202301,0.605,0.0,7,0.642,-5.002,1,0.296,139.233,4,0.36
470,Lil Wayne,Don't Cry (feat. XXXTENTACION),5BQrp63SHCVf4bzCzJePne,71,0.409,0.585,249450,0.709,0.0,8,0.183,-6.072,1,0.319,111.913,4,0.21
471,6ix9ine,"MAMA (feat. Nicki Minaj, Kanye West)",1oJ8EDr2pv94IvSd6ZmDgo,74,0.0893,0.761,192405,0.672,9.77e-06,1,0.14,-5.887,1,0.212,160.077,3,0.437
472,Ozuna,Unica,33b2wX9d0kxqxhi7lcsC1A,75,0.212,0.653,218387,0.859,0.0,0,0.111,-3.048,1,0.0449,174.037,4,0.705
473,Lil Xan,Betrayed,4vaxvNDaLSoD36iZX515ug,74,0.434,0.821,187173,0.434,0.0,10,0.128,-9.194,0,0.118,120.012,4,0.241
474,Post Malone,Blame It On Me,1ZemPoaj7LBj1RAQrb89EC,73,0.135,0.651,261800,0.587,1.07e-05,11,0.149,-7.307,0,0.0421,121.838,4,0.317
475,Ozuna,El Farsante - Remix,7uYgVgRSgqluZclLS7wpp4,75,0.218,0.737,258000,0.742,0.0,6,0.316,-2.875,1,0.0441,119.966,4,0.386
476,Nicki Minaj,Chun-Li,1e4rwBPVI32vZtTJu7mJ4J,73,0.276,0.69,191600,0.729,5.08e-05,6,0.106,-5.08,0,0.372,128.96,5,0.478
477,H.E.R.,Hard Place,47OqtEbWGkG6eDNGUNCYYB,72,0.179,0.614,271733,0.719,1.72e-05,9,0.163,-4.694,1,0.0955,160.075,4,0.34
478,Guaynaa,Rebota,2YRvdf9cdS88y1wB1WhKoE,84,0.188,0.796,204631,0.911,0.0,1,0.499,-1.998,1,0.285,180.128,4,0.918
479,LANCO,Born to Love You,77a5Eu7lC3tG0Sukt2O91U,70,0.13,0.659,230013,0.902,9.45e-05,7,0.0574,-6.192,1,0.0296,124.985,4,0.809
480,Travis Scott,HOUSTONFORNICATION,58TaFP5j5i9swOf584yon2,72,0.0985,0.689,217828,0.723,0.0,0,0.158,-4.052,0,0.0836,160.042,4,0.288
481,Only The Family,No Auto Durk (feat. Lil Durk),4VcPtoOpK3oBMDZJ9Ptp9f,69,0.00822,0.765,184258,0.553,0.0,11,0.206,-7.116,0,0.358,154.971,4,0.565
482,Ariana Grande,goodnight n go,14kYOiFVPb7E7NfFbqhdln,73,0.0217,0.708,189507,0.454,0.0,1,0.073,-7.07,1,0.0395,110.963,4,0.24
483,J. Cole,Motiv8,1AT4xjNarTswd0UZ5FlmKF,70,0.135,0.869,133922,0.385,0.0,4,0.0931,-7.801,1,0.297,149.897,4,0.596
484,Lil Keed,Nameless,4itETlhUWW6GFzYZwEL8do,69,0.0357,0.875,185267,0.568,0.0,11,0.113,-8.619,0,0.34,140.082,4,0.648
485,Smokepurpp,Nephew (feat. Lil Pump),0ibOcbkp2XG46Do8jcy0bL,71,0.00422,0.792,202963,0.454,0.0,9,0.285,-6.753,1,0.458,161.993,4,0.674
486,Bishop Briggs,River,3mRLHiSHYtC8Hk7bzZdUs1,76,0.302,0.733,216133,0.477,2.97e-06,2,0.0579,-6.737,0,0.0687,62.507,4,0.545
487,Los Angeles Azules,Nunca Es Suficiente,63USmok1OioBzKuWGW9wAg,67,0.398,0.789,266213,0.518,0.0,2,0.0891,-5.417,0,0.0406,94.001,4,0.78
488,Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",4Uy3kNxW2kB8AEoXljEcth,74,0.0166,0.766,174893,0.881,2.3e-06,9,0.347,-5.158,0,0.137,112.027,5,0.674
489,Lil Skies,Opps Want Me Dead,5cEbtwig1FXW8RF6FSxRU1,70,0.0508,0.779,167442,0.591,0.0,8,0.1,-8.504,1,0.344,86.02,4,0.501
490,Smokepurpp,Do Not Disturb (feat. Lil Yachty & Offset),08zAFXhfyIxq9359NHksdP,71,0.203,0.878,157557,0.647,0.00185,10,0.335,-4.566,0,0.0659,131.027,4,0.212
491,Alina Baraz,Floating (feat. Khalid),2vLWF4yFhTHQZVwrPTjH1s,71,0.81,0.66,174490,0.447,2.15e-06,1,0.11,-9.026,0,0.0482,84.95,4,0.578
492,A Boogie Wit da Hoodie,Skeezers,2A4vCndSkZ3jd5nfh3a8gc,70,0.558,0.792,198054,0.484,0.0,7,0.134,-7.801,0,0.155,140.019,4,0.353
493,Nipsey Hussle,Blue Laces 2,7yB6GF5kgPEoeGE4EAWiJU,69,0.0276,0.569,250920,0.836,0.0,4,0.479,-3.831,0,0.226,75.701,4,0.0927
494,Shawn Mendes,Fallin' All In You,5EYBryPOgIEPB7r5QIy6eG,77,0.405,0.853,235747,0.476,0.0,8,0.111,-6.696,1,0.0361,92.038,4,0.796
495,Ariana Grande,everytime,0WdR2AyLW1Drd3OUdwezM0,73,0.186,0.71,172107,0.614,0.0,10,0.0974,-6.757,0,0.0431,148.152,4,0.658
496,JID,151 Rum,22WV03i2lBbwNVCE1g671p,71,0.155,0.756,156780,0.867,0.00285,7,0.33,-3.626,1,0.162,129.983,4,0.666
497,21 Savage,1.5,2wOXxtHZgRkkrkEbKLzzqs,70,0.000244,0.885,148656,0.52,1.16e-06,1,0.454,-8.353,1,0.359,84.022,4,0.306
498,J. Cole,1985 - Intro to “The Fall Off”,7EulRO07ZgchxqKUHb8Pvc,70,0.147,0.678,190177,0.648,0.0,2,0.182,-5.892,1,0.445,94.336,4,0.635
499,Ali Gatie,Moonlight,72pv4E0eBIcE9z8V4tPHui,73,0.494,0.804,228484,0.479,0.0,11,0.0994,-6.661,1,0.0321,120.0,4,0.462
500,Drake,Can’t Take A Joke,1dUHF4RyMmMTveJ0Rby6Xm,71,0.128,0.761,163974,0.598,0.0,10,0.0839,-7.249,0,0.182,173.897,4,0.447
501,YoungBoy Never Broke Again,No Love,7bLwNfeIviCy6WANVRB1Kj,68,0.283,0.708,230208,0.735,0.0,11,0.113,-4.929,0,0.163,159.957,4,0.719
502,Troye Sivan,Dance To This (feat. Ariana Grande),2NjO87HyT80fsgejd3PLYW,76,0.00632,0.736,231847,0.756,0.00577,11,0.106,-7.099,1,0.047,117.016,4,0.712
503,Juice WRLD,Used To,0WZFN4E8HrmGUU0EMyKQ8c,70,0.0963,0.631,176443,0.709,0.0,2,0.376,-4.666,1,0.0505,84.504,4,0.2
504,Ozuna,Ibiza,1h9P5WJwyvK8OB7O2YiXgp,79,0.254,0.691,200747,0.71,0.0,5,0.108,-5.144,1,0.334,192.046,4,0.726
505,Manuel Turizo,Sola,675w3ACw5xZR3ODhUJlEVN,78,0.483,0.704,195044,0.706,0.0,11,0.0965,-5.233,0,0.111,92.965,4,0.856
506,Ariana Grande,R.E.M,1xWH8zYtDeS9mW1JJG23VZ,72,0.375,0.831,245667,0.485,1.47e-05,10,0.118,-6.677,0,0.15,80.022,4,0.622
507,Steve Aoki,Waste It On Me (feat. BTS),2r1T6xGTVaNAqBoPH4lZEE,76,0.252,0.669,192537,0.684,0.0,7,0.72,-4.595,1,0.0585,96.097,4,0.466
508,Bhad Bhabie,Gucci Flip Flops (feat. Lil Yachty),3hv6ndi7uFT9L9wrhQCsqY,73,0.0351,0.82,151851,0.603,0.0159,8,0.122,-7.18,1,0.308,159.976,4,0.177
509,Camila Cabello,Real Friends,5vnpANH92iEajvGwE2oQ6r,76,0.235,0.701,223583,0.512,5.07e-06,0,0.135,-6.869,0,0.0969,91.947,4,0.663
510,Travis Scott,ASTROTHUNDER,4MXhiYIRDMGAuvZc5IFTwC,71,0.142,0.7,142969,0.46,4.81e-05,4,0.111,-8.111,0,0.0661,151.901,4,0.286
511,Cavetown,Boys Will Be Bugs,67EUBsc4qosGOVbaYy6TeX,71,0.00387,0.608,329050,0.528,1.4e-05,1,0.106,-11.722,1,0.0338,89.221,4,0.454
512,Aminé,Invincible,6VS7wKwtvL2FvTupYSWZ9e,71,0.141,0.724,196387,0.6,0.000218,10,0.104,-4.391,0,0.29,86.984,4,0.466
513,BTS,Euphoria,3p6hnejEQYXkiTO1lAzVc0,76,0.394,0.637,228615,0.799,0.0,2,0.0921,-4.519,1,0.0338,104.995,4,0.562
514,Filmore,Love That About You,2OE6UYA8bk6gX817olf79c,69,0.0463,0.552,157422,0.573,0.0,9,0.105,-6.585,1,0.0948,182.14,4,0.525
515,Metro Boomin,Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,71,0.733,0.638,166093,0.4,0.000133,11,0.334,-11.212,0,0.0425,150.133,4,0.495
516,Eminem,Greatest,2XTquzYQAdT1Hk78bOUwsv,73,0.0441,0.809,226938,0.737,0.0,1,0.341,-5.186,1,0.108,80.025,4,0.367
517,Masego,Tadow,51rPRW8NjxZoWPPjnRGzHw,75,0.669,0.704,301893,0.487,8.64e-05,9,0.111,-6.407,0,0.0604,121.726,4,0.313
518,Sheck Wes,Live Sheck Wes,1dhO5lyN2Otv4qR0xWQXH7,70,0.000732,0.781,147347,0.617,0.0467,0,0.158,-7.82,1,0.252,139.973,4,0.506
519,Bazzi,Star,2JuIs3XJlYPy8vBO66CEkJ,70,0.3,0.694,169872,0.389,0.0,8,0.158,-5.41,1,0.0706,90.984,4,0.409
520,Joji,Will He,7wvwXi9Z66dcH5t202vVkN,72,0.837,0.618,202103,0.217,0.000163,10,0.538,-15.372,1,0.0515,116.013,4,0.0872
521,Wiz Khalifa,Fr Fr (feat. Lil Skies),1RagpNpkD3KcjXMLGMe99V,71,0.12,0.916,195591,0.493,2.63e-06,1,0.211,-7.371,0,0.162,140.057,4,0.327
522,6ix9ine,TATI (feat. DJ SpinKing),6wJrqTE6c4NtfDqAcSRcBf,72,0.00214,0.779,154565,0.767,0.0,11,0.102,-5.462,0,0.258,91.981,4,0.523
523,Joyner Lucas,Stranger Things,34I0nBvoE0ZXmqbKiJ5BWS,72,0.443,0.867,219733,0.663,0.0,10,0.117,-5.838,0,0.178,121.978,4,0.481
524,Teyana Taylor,Gonna Love Me,3nXrCAE44KlevAkQB2XWcN,71,0.402,0.514,166998,0.506,2.56e-05,10,0.191,-7.095,0,0.28,88.044,4,0.312
525,Lil Peep,Life is Beautiful,5rYpwP1dHWGVMrSZbTmt3e,74,0.0385,0.533,207587,0.638,0.000932,10,0.0758,-9.411,1,0.0636,135.056,4,0.324
526,Amenazzy,Baby,2IA8cFA46DkjgbsRG7kKbp,83,0.327,0.7,235973,0.71,0.0,11,0.129,-4.835,1,0.0532,167.971,4,0.582
527,Joji,ATTENTION,5aqu5xhPqoOWqF71PkfgM8,72,0.895,0.787,128888,0.312,0.0224,7,0.115,-12.401,1,0.0383,119.899,4,0.425
528,Duckwrth,Start a Riot,6V81K1OcvYgHEnCA6A2Qx9,71,0.0128,0.728,171467,0.727,0.0,2,0.0882,-3.585,1,0.206,143.144,4,0.89
529,Sasha Sloan,Older,3kywzyEr7V106Un5cDyh12,68,0.725,0.581,184893,0.298,0.0,11,0.116,-9.54,1,0.0698,63.761,4,0.168
530,Kanye West,Yikes,1qsHYUd2c1wFGcn7e63QmG,71,0.15,0.683,188773,0.776,0.0,1,0.227,-3.251,0,0.341,173.996,4,0.223
531,Marc Anthony,Está Rico,2wRkBumdItthjYP9XknImg,76,0.266,0.817,215151,0.74,0.0,11,0.0992,-4.566,0,0.283,130.04,4,0.674
532,Christian Nodal,No Te Contaron Mal,1LO951RWD10l9Vys0NrFty,76,0.388,0.617,156947,0.57,0.0,9,0.143,-3.074,0,0.0374,163.2,4,0.632
533,Playboi Carti,Love Hurts (feat. Travis Scott),3K6U7TamNyVSWcFH8pCQHX,69,0.0315,0.724,180560,0.45,1.36e-05,4,0.111,-5.763,0,0.0496,140.981,4,0.464
534,Mac Miller,2009,6dFn6my1sHK2bcf23GlHwM,70,0.77,0.533,347987,0.496,0.000164,6,0.0969,-9.363,0,0.517,155.158,4,0.173
535,Key Glock,Russian Cream,03ThZweiBWFP8tOGsk6QMO,67,0.11,0.867,142498,0.774,0.0,11,0.157,-5.791,0,0.315,130.007,4,0.549
536,DaBaby,Today - Intro,2Yp9qysxGcSZocXOiv3hYs,68,0.00331,0.915,137947,0.511,0.0,6,0.0752,-7.482,0,0.323,140.036,4,0.619
537,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),1lL7Sj9AitQT7YWXs6obEq,70,0.0581,0.763,234589,0.441,0.0,0,0.0458,-8.211,1,0.256,86.093,4,0.538
538,Twenty One Pilots,Jumpsuit,1E1uGhNdBe6Dddbgs2KqtZ,75,0.00849,0.62,238560,0.61,0.162,11,0.205,-8.329,0,0.0373,127.052,4,0.235
539,YoungBoy Never Broke Again,No Mentions,2YVt7k1qZXFhzYDe8FMDW6,67,0.27,0.803,220260,0.54,0.0,1,0.0819,-6.862,0,0.318,139.989,4,0.345
540,Lauv,Never Not,4fFfyouye6vrX9o9z4PVMu,75,0.693,0.47,208000,0.221,0.0,5,0.104,-9.243,1,0.0371,133.714,4,0.264
541,Juice WRLD,I'm Still,19m3E0nMZobyA93AxMXC32,69,0.0811,0.631,192859,0.672,0.0,11,0.154,-4.583,1,0.0347,119.948,4,0.282
542,Troye Sivan,My My My!,4NiehSBQthimPzRsVeOgCT,74,0.00407,0.701,204727,0.458,0.000151,1,0.045,-7.749,1,0.0836,102.967,4,0.482
543,Bad Wolves,Zombie,1vNoA9F5ASnlBISFekDmg3,73,0.00756,0.448,254805,0.826,0.0,2,0.117,-3.244,0,0.0319,77.093,4,0.19
544,Lunay,A Solas - Remix,3T5QSIgoaPIh07SwixRDp7,81,0.657,0.618,273198,0.743,5.95e-06,6,0.143,-2.576,0,0.141,180.021,4,0.589
545,flora cash,You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,73,0.841,0.713,218883,0.452,0.0038,1,0.105,-9.638,1,0.0295,102.963,4,0.235
546,Meek Mill,On Me (feat. Cardi B),3DnZfpfe8wLeJgzc00gKeW,69,0.0482,0.864,225008,0.666,0.0,1,0.134,-5.525,1,0.234,132.12,4,0.538
547,Lauv,Superhero,1Fo4OvzP9PThFKMeMIAEYu,76,0.82,0.681,179998,0.34,0.0,7,0.285,-8.617,1,0.0339,129.98,4,0.417
548,Anuel Aa,Quiere Beber,0FDMH2ahuIVzCybwHJK9zh,78,0.372,0.773,187125,0.57,0.00524,8,0.108,-3.482,1,0.113,95.038,4,0.772
549,Maluma,Felices los 4,1RouRzlg8OKFeqc6LvdxmB,78,0.213,0.766,230000,0.756,0.0,5,0.349,-5.861,1,0.132,94.027,4,0.716
550,Luke Combs,Dive - Recorded At Sound Stage Nashville,2VWBdFsDJVGlRTdz4PvYwy,68,0.671,0.742,260863,0.363,1.43e-06,1,0.145,-8.188,1,0.0282,130.921,3,0.351
551,Mitchell Tenpenny,All On You,3DSPGSyHGMn0deRJTu8OnK,68,0.0703,0.375,190023,0.731,0.0,6,0.0996,-4.123,1,0.0472,168.049,4,0.751
552,Khalid,Motion,65DzdjRWH35DNsBZBjW523,71,0.0982,0.554,235880,0.61,0.0812,0,0.561,-7.229,1,0.0804,80.948,4,0.497
553,OneRepublic,Connection,3T4UodGkfZObJ43RtA5KFU,74,0.000837,0.611,148460,0.602,0.0,5,0.112,-4.89,1,0.0437,168.154,4,0.624
554,Party in Backyard,Bitch Lasagna,0xGl8HKFncXK7aFZRTGZsr,75,0.0133,0.795,134417,0.789,0.0,2,0.113,-5.21,1,0.259,149.961,4,0.535
555,Aminé,REEL IT IN (feat. Gucci Mane) - Remix,4yVEpUXxYgBwfSOKGTFxv5,69,0.0624,0.779,166960,0.355,0.0,10,0.159,-8.971,0,0.0789,128.805,4,0.362
556,XXXTENTACION,going down!,7CkbRn6S0itJqcqn88AtSV,71,0.0216,0.873,115194,0.663,0.000356,1,0.0867,-4.086,1,0.15,135.499,4,0.525
557,Khalid,Vertigo,7stcuQtnHL7C6XdPvpwywv,71,0.552,0.487,270413,0.458,0.0257,4,0.117,-7.761,0,0.0371,115.989,4,0.207
558,Lil Yachty,NBAYOUNGBOAT,6K2anECyrckidwf5wxS78Q,68,0.0515,0.769,139845,0.807,0.0,11,0.111,-2.966,1,0.306,82.422,4,0.364
559,Vance Joy,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,70,0.484,0.637,214720,0.864,0.0,8,0.222,-4.381,1,0.0468,99.995,4,0.706
560,Reik,Me Niego (feat. Ozuna & Wisin),6jA8JUuPCGYjFcgw0AoM5T,79,0.0543,0.777,221653,0.779,0.0,0,0.636,-4.449,0,0.0972,94.023,4,0.768
561,Mac Miller,What's the Use?,2dgrYdgguVZKeCsrVb9XEs,71,0.736,0.759,288640,0.492,0.00989,1,0.107,-10.338,0,0.12,104.974,4,0.561
562,Ciara,Level Up,5ubwXXOsH9bUhZsQ0Cybha,73,0.0142,0.746,204150,0.825,0.0107,1,0.121,-4.666,1,0.169,152.914,4,0.584
563,KIDS SEE GHOSTS,4th Dimension,6JyEh4kl9DLwmSAoNDRn5b,70,0.278,0.765,153351,0.542,1.87e-05,1,0.609,-6.755,1,0.39,171.945,4,0.734
564,Young Thug,High (feat. Elton John),7iMDaY1LnASwCk2uUpMtii,69,0.223,0.759,195160,0.498,5.84e-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
565,6ix9ine,TIC TOC (feat. Lil Baby),4m5Cd9kAbIxg6t9sMrQWtk,73,0.0115,0.82,135739,0.691,0.0,6,0.344,-6.646,0,0.0723,142.027,4,0.683
566,David Guetta,Say My Name,3MoV1UsAJmz64LHqyiRMp0,71,0.137,0.703,198947,0.66,0.0,10,0.192,-5.119,0,0.123,95.031,4,0.79
567,Olivia O'Brien,RIP (feat. G-Eazy & Drew Love),3qjf2YP8G2RNFanYZDcZUk,70,0.422,0.728,200773,0.646,0.0,5,0.0899,-4.387,0,0.0463,103.983,4,0.46
568,Nipsey Hussle,Rap Niggas,5En0gXQk01BaWoT4q2oVbe,68,0.000351,0.519,226187,0.821,0.0,1,0.361,-3.171,1,0.0738,140.971,4,0.284
569,Ruel,Not Thinkin' Bout You,2awExtNBABpwOFC78XViJd,72,0.267,0.66,188387,0.357,0.0,10,0.0857,-8.55,0,0.0594,119.835,4,0.518
570,Dynoro,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,86,0.176,0.694,184560,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163
571,PRETTYMUCH,Summer on You,07ipXN6CNTw34qwSYePKpg,72,0.636,0.811,205792,0.447,0.0,4,0.462,-6.55,1,0.0414,99.995,4,0.694
572,Shawn Mendes,Where Were You In The Morning?,376Gg7Oxo5C5jUWDWpVXeI,76,0.554,0.716,200600,0.519,0.0,7,0.0993,-7.472,1,0.0554,87.963,4,0.466
573,Eminem,Kamikaze,2gsNpSn7VvvJuSrIDfRoYy,73,0.112,0.78,216029,0.808,0.0,2,0.329,-5.175,1,0.484,79.982,4,0.642
574,Kacey Musgraves,Space Cowboy,5bum4HbCDFoB9wpsc0sQky,68,0.718,0.447,216280,0.429,0.0163,1,0.105,-7.36,1,0.028,116.521,4,0.074
575,Cardi B,Thru Your Phone,74cVJfmK18rhWnscIpGXjt,69,0.17,0.837,188524,0.549,0.0,0,0.057,-5.722,1,0.167,121.954,4,0.209
576,Travis Scott,5% TINT,11kDth1aKUEUMq9r1pqyds,70,0.173,0.712,196138,0.481,0.0,4,0.241,-5.415,0,0.0487,140.0,4,0.062
577,iKON,LOVE SCENARIO,6qAzAmPBUpGrk7XADZHR5k,76,0.331,0.806,209648,0.707,0.0,7,0.294,-4.623,1,0.0307,118.011,4,0.746
578,Martin Garrix,High On Life (feat. Bonn),4ut5G4rgB1ClpMTMfjoIuy,80,0.0129,0.414,230762,0.486,0.0,6,0.111,-6.431,0,0.0311,128.038,4,0.368
579,6LACK,Seasons (feat. Khalid),1AROE0XcC4ySCxXF65mutZ,70,0.704,0.605,250001,0.335,0.00756,0,0.127,-10.49,1,0.309,141.839,4,0.455
580,Lil Skies,No Rest,0chpIFSjgfd1CPrAxM7PWp,70,0.0186,0.655,135535,0.498,4.47e-06,9,0.139,-13.147,1,0.0479,162.861,4,0.508
581,YoungBoy Never Broke Again,TTG (feat. Kevin Gates),28u9JaFwO7GX2YNARkq37P,67,0.0563,0.874,172138,0.699,0.0,1,0.0956,-3.455,1,0.352,77.502,4,0.665
582,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),3DoBTwfr8yi2LN08SBpFkN,70,0.0372,0.706,217405,0.559,0.0,4,0.379,-5.216,0,0.0416,78.534,4,0.252
583,Quavo,LOSE IT (feat. Lil Baby),69PkhA9q3xCWU2CzoZnLAu,70,0.0161,0.962,237655,0.573,0.0,7,0.109,-5.924,1,0.308,125.035,4,0.728
584,Maddie & Tae,Friends Don't,6GRfCWffkEG93zyUJ1kGaM,68,0.0399,0.523,187996,0.774,0.0,7,0.168,-5.982,1,0.0459,99.971,4,0.46
585,Bad Bunny,Cuando Perriabas,5mj8WVFcKdGA8p9HWGTSLc,75,0.137,0.787,188654,0.705,1.06e-06,0,0.108,-7.582,1,0.0695,81.998,4,0.499
586,Rita Ora,Only Want You,2CTN6UuO2dNEVZXR0DJVk2,77,0.0599,0.654,180760,0.528,7.14e-05,6,0.0975,-6.224,0,0.0412,82.014,4,0.376
587,Charlie Puth,How Long,6wmAHw1szh5RCKSRjiXhPe,76,0.211,0.845,200853,0.561,3.49e-06,1,0.0383,-5.253,0,0.0778,109.974,4,0.811
588,Gaullin,Moonlight,0A5gdlrpAuQqZ2iFgnqBFW,83,0.0529,0.813,173067,0.761,0.0119,10,0.337,-5.687,0,0.085,124.957,4,0.29
589,Vic Mensa,Reverse (Ft. G-Eazy),3qAyjdhtnU2a14rrRKEkcE,70,0.031,0.836,211893,0.703,0.0,0,0.124,-4.731,1,0.106,144.959,4,0.211
590,88rising,History,4TwVtW8hS5LyLoDtJGpUOg,71,0.613,0.554,207308,0.589,0.000257,3,0.0982,-8.163,0,0.231,74.982,4,0.414
591,Ella Mai,Naked - Bonus Track,0SbOpoBzBBCqWIcvo94JeD,70,0.782,0.356,197183,0.388,0.0,9,0.109,-8.532,1,0.0652,175.123,4,0.573
592,Tory Lanez,TAlk tO Me (with Rich The Kid),2cRgo1TiPm7SnPvYzvbOLf,71,0.0591,0.731,184490,0.657,0.0,0,0.0874,-8.56,1,0.0434,159.97,4,0.49
593,Billie Eilish,MyBoi - TroyBoi Remix,1T3E8z6VMXSsACrBSQHTkN,73,0.00626,0.879,211304,0.58,0.0433,2,0.0653,-4.797,1,0.0883,92.004,4,0.312
594,Drake,Jaded,4c2xt1trwYZpMqPWY35Xi9,70,0.037,0.766,262453,0.271,0.0,0,0.175,-5.697,1,0.0412,116.02,4,0.0371
595,Travis Scott,R.I.P. SCREW,4SZepBIPDRwPaHIjAKwRDb,70,0.389,0.607,185610,0.609,1.6e-05,0,0.111,-5.978,0,0.291,74.946,4,0.556
596,Travis Scott,STOP TRYING TO BE GOD,1xYpVRspgaLxdJLOTQkTjg,71,0.221,0.588,338438,0.567,0.0,4,0.135,-3.738,0,0.0628,150.009,4,0.113
597,Jhene Aiko,Never Call Me (feat. YG) - Remix,2ZbvTTHaZIYu9XhnRO44mr,69,0.694,0.595,232240,0.419,0.0,2,0.12,-8.122,0,0.276,120.14,4,0.33
598,Maluma,Mala Mía,62o8KoI44JfN7aYxgTnPvh,79,0.31,0.749,183753,0.752,0.0,6,0.232,-4.883,1,0.345,180.049,4,0.901
599,The 1975,TOOTIMETOOTIMETOOTIME,33DzKnwuBE6lfOiADwzd5E,73,0.209,0.667,207851,0.798,0.015,8,0.0972,-5.935,1,0.0675,114.981,4,0.485
600,Meek Mill,Uptown Vibes (feat. Fabolous & Anuel AA),2tnlNVAhuQGgoFJxALVeXx,69,0.0459,0.655,190412,0.835,0.0,1,0.409,-3.451,1,0.059,91.035,4,0.165
601,Jeremy Zucker,better off,7bdYxWPCs46dQ0XLwySOyv,72,0.747,0.708,193947,0.322,9.24e-05,8,0.137,-12.46,0,0.0371,98.892,4,0.46
602,Tee Grizzley,Fuck It Off (feat. Chris Brown),3jGYpYY6jm48GArqKDnuwG,71,0.0728,0.801,147600,0.578,0.0,1,0.185,-7.148,1,0.201,100.032,4,0.126
603,Reik,Amigos Con Derechos,2zDj4WjbNDmrRL6Z4YjjCA,81,0.0481,0.686,227476,0.807,0.0,1,0.0652,-3.324,1,0.0613,183.971,4,0.63
604,Juicy J,Neighbor (feat. Travis Scott),2iicKPnvOKfbJZJZtuQnjy,70,0.00908,0.921,162886,0.748,0.0,1,0.0798,-5.093,1,0.13,139.979,4,0.801
605,Dermot Kennedy,Power Over Me,0OGNtqKkjI7FCE9HZ4Khgo,81,0.0519,0.42,206960,0.843,0.0,9,0.106,-4.231,0,0.121,173.827,3,0.491
606,Twenty One Pilots,Nico And The Niners,5SehvGGC53A7SZKCLXQcyt,74,0.0699,0.728,225040,0.602,7.01e-06,9,0.318,-7.748,0,0.185,140.081,4,0.328
607,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),22ykS8KWpd2r4zcRZ0XMK5,70,0.191,0.675,211920,0.23,0.0,1,0.104,-10.363,0,0.204,173.962,4,0.101
608,Charli XCX,1999,05mAIVLkIWc2d1UBYZBCp8,77,0.0227,0.739,189000,0.742,1.39e-06,7,0.229,-4.586,1,0.0329,124.016,4,0.659
609,La Adictiva Banda San José de Mesillas,En Peligro de Extinción,45sVRPegWSGpIcsrDoaaCY,75,0.219,0.709,234198,0.483,2.33e-06,0,0.241,-3.734,1,0.0281,123.566,4,0.834
610,DJ Khalil,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",6kiauSlWtddVQx4JwJx51p,71,0.176,0.58,219400,0.935,0.0,6,0.514,-4.847,0,0.293,129.173,4,0.666
611,James Arthur,Empty Space,1uru26I2JKd2mQZt0MDCUe,79,0.215,0.404,214227,0.531,0.0,1,0.0521,-4.328,1,0.103,164.848,4,0.321
